A0A,46587
A0B,19792
A0C,12587
A0E,22294
A0G,35266
A0H,17804
A0J,7880
A0K,26058
A0L,7643
A0M,6200
A0N,13815
A0P,13721
A0R,2543
A1A,30382
A1B,19867
A1C,12712
A1E,27115
A1G,5777
A1H,5493
A1K,12253
A1L,21376
A1M,8058
A1N,22957
A1S,6142
A1V,11698
A1W,11209
A1X,15003
A1Y,5669
A2A,9610
A2B,4909
A2H,26092
A2N,8904
A2V,7288
A5A,8111
A8A,6901
